hh_num,community_factor,age,sex_factor,race_factor,marriage_factor,housesize,property_factor,energy_factor,income,waterperson_factor,drinking,multiple,share,treat_domestic2,treat_drinking2,storage,cistern_elevated2,days_noservice,hours_noservice,intermittency
1379,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,no store,no,5,21,162
1383,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,6,18,162
1384,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,5,19,158
1385,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,no store,no,4,18,150
1387,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,5,14,148
1388,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,6,0,144
1389,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,5,9,138
1392,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,2,17,133
1393,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,multiple,no,treatment,none,store,no,4,19,153
1395,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,Skipped,Adult man,No bottled water,multiple,no,treatment,treatment,store,no,5,19,158
1397,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,14,148
1398,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,4,19,153
1403,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,5,19,158
1403,Borbon,>60,hombre,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,3,20,152
1404,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,4,18,150
1407,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
1411,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,21,159
1413,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),No,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,5,20,160
1415,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),No,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,5,19,158
1417,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
1418,Borbon,<36,mujer/otro,mestizo,soltero,Small (up to 3),No,Continuous,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,4,21,159
1419,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1420,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
1421,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1422,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1423,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),No,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1424,Borbon,<36,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,2,18,138
1425,Borbon,<36,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,2,18,138
1426,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,3,18,144
1427,Borbon,<36,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,18,144
1428,Borbon,36-46,mujer/otro,mestizo,divorced/separated/widowed,Large (more than 6),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,18,144
1429,Borbon,>60,hombre,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,18,144
1431,Borbon,47-60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1433,Borbon,<36,hombre,chachi,soltero,Small (up to 3),No,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,2,16,128
1434,Borbon,47-60,hombre,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,no store,no,3,18,144
1440,Borbon,36-46,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1443,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,19,148
1444,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1445,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,19,148
1449,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1450,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,2,18,138
1451,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,2,20,148
1452,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,1,20,144
1453,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,>394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1457,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,18,144
1458,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1459,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,3,18,144
1463,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1465,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,no store,no,3,18,144
1466,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1468,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1469,Borbon,<36,hombre,chachi,casado.o.union.libre,Large (more than 6),No,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,3,20,152
1470,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1471,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1472,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,19,148
1473,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1475,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,18,138
1476,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,17,133
1483,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,22,162
1484,Borbon,36-46,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,20,156
1487,Borbon,47-60,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,4,20,156
1493,Borbon,<36,mujer/otro,mestizo,soltero,Small (up to 3),No,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,yes,4,16,144
1495,Borbon,36-46,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,3,18,144
1496,Borbon,<36,hombre,mestizo,soltero,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,treatment,none,store,no,4,22,162
1497,Borbon,47-60,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,3,4,88
1498,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,0,96
1501,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,4,20,156
1503,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,yes,5,21,162
1504,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
1505,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,20,156
1506,Borbon,<36,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,16,120
1508,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,16,120
1509,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,yes,1,16,120
1511,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,1,16,120
1512,Borbon,<36,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,16,136
1513,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,16,136
1514,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,20,152
1515,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1516,Borbon,<36,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,16,120
1517,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,17,140
1518,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,1,19,138
1519,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1520,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1521,Borbon,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1522,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1523,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,20,148
1524,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1525,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1526,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1528,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,2,18,138
1529,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,2,16,128
1532,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1533,Borbon,<36,hombre,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1535,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,3,18,144
1536,Borbon,47-60,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,19,148
1537,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,18,138
1539,Borbon,36-46,hombre,mestizo,soltero,Small (up to 3),No,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,18,144
1543,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,16,128
1545,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,treatment,none,store,no,2,18,138
1546,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,16,128
1547,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,18,144
1549,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1551,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,19,148
1552,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1553,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1556,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1558,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,No bottled water,single,no,none,none,store,no,3,20,152
1559,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1562,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1563,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,>394,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1564,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1568,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1569,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1570,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,3,18,144
1571,Borbon,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1574,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1575,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1578,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,18,138
1579,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,1,16,120
1580,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,1,16,120
1581,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,18,138
1586,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,3,18,144
1588,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,18,138
1589,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,16,120
1590,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1591,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,18,138
1592,Borbon,>60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1593,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1594,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1595,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1596,Borbon,47-60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1599,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,18,138
1600,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1601,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,treatment,none,store,no,3,18,144
1602,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,19,143
1603,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,yes,2,16,128
1604,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1605,Borbon,<36,hombre,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1606,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1609,Borbon,47-60,hombre,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,3,18,144
1611,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,treatment,none,store,no,3,18,144
1613,Borbon,>60,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1614,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1615,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,18,138
1616,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,18,138
1618,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1619,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1622,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1624,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,17,133
1625,Borbon,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,18,138
1627,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1628,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1629,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1630,Borbon,>60,hombre,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1631,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1632,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1635,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
